Reference area,TIME_PERIOD,life_exp_norm,diff_ends_norm,earnings_norm,disp_income_norm,employment_norm,long_unemp_norm,safe_norm,housing_cost_norm,life_sat_norm,support_norm,reading_norm,L1_phys,L2_safety,L3_belonging,L4_esteem,L5_self_act,wellbeing_index
Spain,2008,0.86,0.681,0.55531215,0.626525,0.69974,0.7727310312743916,0.653333333333,0.6609737302084007,,0.932760440053,0.49721968539680006,0.7705,0.6614358741359654,0.932760440053,,0.49721968539680006,0.751549581109472
Spain,2009,0.8760000000000002,0.6599999999999999,0.6112532166666667,0.62905,0.65929,0.504259273515856,0.653333333333,0.6025227398589603,,0.932760440053,0.5241693039516001,0.768,0.6099514272290805,0.932760440053,,0.5241693039516001,0.7383789649249979
Spain,2010,0.8960000000000002,0.662,0.6022933833333334,0.614675,0.64986,0.14008757785712067,0.653333333333,0.5096471692450871,,0.932760440053,0.5333651114146667,0.7790000000000001,0.5283160772947569,0.932760440053,,0.5333651114146667,0.7203980866448438
Spain,2011,0.9039999999999998,0.71,0.5855904,0.600425,0.64372,0.0,0.736666666667,0.457910379493629,,0.931177734682,0.5425609188777335,0.8069999999999999,0.5040520743601048,0.931177734682,,0.5425609188777335,0.7251175443598238
Spain,2012,0.9,0.653,0.5598451,0.5446,0.62231,0.0,0.736666666667,0.3142313833405934,,0.931177734682,0.5517567263408,0.7765,0.4629421916679322,0.931177734682,,0.5517567263408,0.7021439010916444
Spain,2013,0.9280000000000002,0.6120000000000001,0.5599736333333333,0.537,0.6131,0.0,0.736666666667,0.3013961903865791,0.6880582387199999,0.931177734682,0.5619397312946667,0.7700000000000001,0.4580227483978187,0.931177734682,0.6880582387199999,0.5619397312946667,0.697763401185828
Spain,2014,0.9319999999999999,0.609,0.5571798,0.538975,0.62661,0.0,0.8333333333330001,0.30944392638911355,,0.9478273133439999,0.572122736248533,0.7705,0.477590343287019,0.9478273133439999,,0.572122736248533,0.7095543947618607
Spain,2015,0.92,0.6479999999999999,0.57047085,0.571975,0.64642,0.0,0.8333333333330001,0.3984729341962555,,0.9478273133439999,0.5823057412024,0.784,0.5034453529215426,0.9478273133439999,,0.5823057412024,0.7231946138583837
Spain,2016,0.94,0.6439999999999999,0.5654499166666667,0.590625,0.66604,0.0,0.8333333333330001,0.4238358831101975,,0.9478273133439999,,0.7919999999999999,0.5132140221849774,0.9478273133439999,,,0.7438362102688053
Spain,2017,0.9360000000000003,0.749,0.5537414666666666,0.6028,0.68097,0.0928085651066961,0.8133333333330001,0.4269903630398511,,0.916868047278,,0.8425000000000001,0.5284406213577023,0.916868047278,,,0.762948455993782
Spain,2018,0.94,0.729,0.5514038,0.6134,0.6952200000000001,0.24932875249157627,0.8133333333330001,0.4436559188975822,0.7329371304400001,0.916868047278,,0.8345,0.561056967453693,0.916868047278,0.7329371304400001,,0.7648535945345906
Spain,2019,0.96,0.78,0.5616743166666667,0.638325,0.70609,0.3732229187723489,0.8133333333330001,0.5223017265342392,0.7283615659566667,0.916868047278,,0.87,0.6024912158843758,0.916868047278,0.7283615659566667,,0.789021523197276
Spain,2020,0.8919999999999999,0.772,0.5577197,0.621875,0.68663,0.4150106869796135,0.803333333333,0.5812463461549311,0.7237860014733333,0.931459859007,,0.832,0.6109691777445908,0.931459859007,0.7237860014733333,,0.7794441156677693
Spain,2021,0.9319999999999999,0.784,0.58927765,0.6477,0.70294,0.2646839154072743,0.803333333333,0.5475058591521574,0.71921043699,0.931459859007,,0.858,0.5925734596487386,0.931459859007,0.71921043699,,0.7837397708178094
Spain,2022,0.9280000000000002,0.779,0.5659083,0.6277,0.72001,0.401688461563917,0.803333333333,0.5313337392220667,0.71268416488,0.931459859007,0.49724,0.8535000000000001,0.608328972353164,0.931459859007,0.71268416488,0.49724,0.762400514675291
Spain,2023,0.96,0.774,0.5743267333333333,0.663425,0.7333799999999999,0.5021553790335802,0.815,0.7003824947215047,0.72269001128,0.9217244308220001,,0.867,0.6647782678480697,0.9217244308220001,0.72269001128,,0.8051220157391494
